Timestamp,Acc_X,Acc_Y,Acc_Z,AngV_X,AngV_Y,AngV_Z,Mag_X,Mag_Y,Mag_Z,Orin_X,Orin_Y,Orin_Z,Activity
02:29.2,5.514233,-3.601211,6.582861,-2.220276,1.487638,-1.692969,-0.666336,20.95216,-35.646851,-43.993302,12.396823,-45.634601,2
02:29.3,6.478827,-2.743195,6.402486,-1.588309,0.376775,-1.906473,-5.236832,23.863457,-30.206055,-29.358015,10.51856,-47.756499,2
02:29.4,5.957761,-3.254981,6.030959,-1.697448,-0.251759,-1.565296,-10.527328,24.749935,-24.687439,-16.172017,9.657307,-51.274338,2
02:29.5,7.749086,-3.116819,7.366631,-1.340917,-0.163724,-0.857382,-13.430588,24.876141,-20.16864,-6.292297,10.341342,-54.235661,2
02:29.6,6.831494,-1.684597,7.372169,-0.825198,0.739998,-0.31596,-12.501221,25.463753,-17.899963,-0.606163,11.882101,-51.782052,2
02:29.7,6.411467,-0.985251,6.623876,-0.436306,0.615511,-0.532037,-11.530464,24.34428,-18.037079,3.212356,10.991472,-49.816084,2
02:29.8,7.160809,-2.118994,6.692583,-0.482231,0.539502,-0.569227,-11.804695,23.42305,-18.562592,7.362285,9.857149,-47.948914,2
02:29.9,5.740712,-1.164578,8.485704,-0.756212,0.467315,-0.467605,-11.037224,24.1917,-17.387207,12.571466,10.669069,-45.963026,2
02:30.0,6.228548,0.237706,6.68405,0.671303,-0.590296,-0.663931,-12.88224,22.144989,-18.004486,12.622651,5.853221,-48.972876,2
02:30.1,7.641759,0.085772,6.80949,0.235612,-0.387578,-0.177377,-13.705635,21.189674,-18.631866,12.492816,4.175691,-50.63317,2
02:30.2,6.119125,-0.726888,8.220905,-0.423345,0.493075,0.15036,-13.260269,22.158749,-18.044617,13.487268,6.019381,-48.636379,2
02:30.3,6.134094,-0.274379,7.771988,0.692488,-0.103635,0.317829,-13.104897,21.826866,-19.257629,9.725877,5.359462,-48.391011,2
02:30.4,5.803282,-0.805026,8.388855,0.630107,0.462384,0.871157,-11.185425,22.481583,-20.569275,3.687128,6.322027,-45.215801,2
02:30.5,4.772076,-1.619183,8.404423,1.214572,0.120075,1.362876,-8.368355,23.029617,-23.596222,-6.454557,6.892348,-42.995861,2
02:30.6,5.300029,-3.100652,8.128397,1.413669,0.362815,2.16501,-2.964981,23.273594,-29.531952,-21.17304,7.942538,-40.191474,2
02:30.7,6.061645,-2.415826,7.037166,2.307544,-0.406381,1.815307,0.800827,18.449757,-35.624542,-37.7344,5.558987,-40.319723,2
02:30.8,6.481971,-2.004482,6.759793,1.594856,-0.038716,1.829745,4.757477,13.460052,-40.376801,-51.888326,5.835507,-38.498872,2
02:30.9,6.124813,-2.019451,7.505243,0.902052,0.32004,1.848482,8.741562,9.043388,-42.357422,-64.154216,7.61688,-35.701521,2
02:31.0,6.472241,-2.987338,7.106023,1.078343,0.239909,2.118762,12.276001,2.663513,-43.560364,-77.469959,9.399638,-32.732015,2
02:31.1,7.067703,-3.594475,7.629933,1.063394,-0.258195,1.572697,12.957001,-3.473564,-44.391388,-88.695261,9.740584,-31.362263,2
02:31.2,7.491771,-2.318828,7.371271,0.894061,-0.51736,0.873747,10.619675,-8.707352,-43.730347,-96.17688,8.621809,-32.628893,2
02:31.3,6.840176,-0.655337,5.983657,1.021311,-0.556213,0.08195,8.05545,-13.469276,-43.777618,-100.088985,4.521274,-35.422037,2
02:31.4,7.36708,-1.228944,6.710545,-0.648107,0.056803,-0.008282,7.788437,-12.050789,-44.161804,-98.498586,6.24655,-35.712412,2
02:31.5,6.206094,-1.736389,7.140002,-0.575881,0.015316,-0.597261,8.17601,-8.419807,-44.069336,-93.927253,7.345678,-35.945059,2
02:31.6,7.27562,-2.019301,7.016659,-0.707274,0.103107,-0.620668,8.308266,-4.62027,-44.341339,-88.517891,8.371959,-36.408413,2
02:31.7,7.76136,-2.222279,6.299051,-0.644778,0.120221,-1.004125,8.43969,-0.411911,-44.029938,-81.578874,8.099022,-37.028534,2
02:31.8,6.804101,-2.434837,6.946455,-1.362913,0.329597,-1.697031,8.282661,5.952446,-43.115692,-69.163151,8.297364,-36.780298,2
02:31.9,4.937183,-3.685037,7.954608,-2.165117,1.074263,-1.825374,9.008194,15.445953,-38.725342,-53.307913,11.110201,-33.920477,2
02:32.0,4.538263,-2.002087,8.008496,-0.78255,-0.403867,-2.138932,3.785622,19.050545,-36.05304,-40.329796,8.717124,-36.434055,2
02:32.1,5.531148,-1.656006,6.57837,-0.542597,-0.805922,-1.700568,-2.298592,20.073887,-33.020905,-30.729807,6.215548,-41.337519,2
02:32.2,8.325537,-1.325194,7.6702,-1.067329,-0.599261,-0.901688,-7.272621,20.932564,-29.185852,-22.554974,5.950082,-45.655685,2
02:32.3,5.889652,-1.681453,8.970246,-1.800929,0.668792,-1.416625,-8.784744,22.22226,-24.868835,-10.28402,7.211719,-44.118974,2
02:32.4,5.028044,-1.094374,7.172934,-0.530849,0.370714,-1.178251,-9.59288,21.272396,-23.058075,-2.571747,5.672741,-42.515231,2
02:32.5,7.285949,0.657882,7.955956,-0.202574,-0.082925,-0.476971,-10.195236,20.268497,-23.028778,0.909326,4.513892,-42.738049,2
02:32.6,4.448749,-0.997226,8.343799,-1.094341,0.668246,-1.185271,-10.101898,19.687054,-21.950073,9.138275,4.974846,-39.643296,2
02:32.7,5.2656,-0.317939,8.548423,-0.198603,-0.032598,-0.058687,-9.862091,20.209358,-20.873535,11.187372,5.430841,-39.695901,2
02:32.8,5.794001,0.443378,7.558233,0.48195,-0.362566,-0.059078,-10.682686,19.823685,-21.586945,9.753131,3.647025,-41.316968,2
02:32.9,5.325176,0.444725,8.477321,-0.143075,0.222513,0.195108,-10.488541,19.693668,-22.280273,9.274929,4.400405,-40.625999,2
02:33.0,3.919749,-0.679287,9.061706,-0.084157,0.405599,0.370525,-9.702003,19.977993,-21.884613,7.880157,5.894271,-39.005662,2
02:33.1,4.966821,-1.113983,9.334888,0.862562,-0.185766,1.041205,-8.957771,20.455753,-22.758667,0.715905,6.128199,-39.243465,2
02:33.2,4.641248,-1.88009,8.421637,1.29727,-0.149217,1.385478,-6.161263,20.702312,-26.008789,-10.205743,5.829437,-38.681491,2
02:33.3,5.702092,-2.039659,8.65605,1.400973,0.100105,2.022897,-0.795906,20.9664,-30.797943,-24.191175,6.165055,-36.945887,2
02:33.4,4.745432,-2.304009,7.098838,1.696779,0.089697,1.862371,3.529167,17.262733,-36.154572,-38.579607,4.590146,-35.325552,2
02:33.5,6.206244,-1.472338,7.117399,1.657707,-0.30857,2.100156,6.101585,10.957794,-40.476288,-53.750048,3.339631,-36.442169,2
02:33.6,7.05917,-1.793421,8.440498,0.915196,0.195574,1.60452,8.904663,6.583092,-42.601013,-64.828007,4.25289,-35.030394,2
02:33.7,5.646408,-1.302891,6.798413,1.63334,-0.050803,1.413784,10.803017,-0.779739,-43.598541,-76.249101,2.771841,-33.901837,2
02:33.8,7.234755,-1.479673,8.005652,0.915169,-0.120497,1.924413,10.122963,-7.460007,-44.18866,-88.417405,3.676156,-34.031161,2
02:33.9,6.07841,-2.026037,7.082672,0.87253,0.074476,0.810045,10.260681,-12.385902,-43.767914,-95.660729,2.622421,-33.336661,2
02:34.0,7.409741,-0.479603,7.334598,0.998571,-0.412325,0.906381,8.005531,-17.336632,-42.66748,-102.85813,0.96914,-34.904875,2
02:34.1,6.403983,-0.570763,6.397995,0.592362,-0.063833,0.207217,7.117172,-20.668129,-41.363434,-106.277336,-0.979921,-35.524675,2
02:34.2,7.402107,0.066911,7.140451,-0.0137,-0.111305,0.232844,6.293381,-21.202095,-41.126801,-107.409146,-0.425346,-36.158035,2
02:34.3,6.885831,-0.4326,6.310876,-0.053125,-0.1586,-0.337059,6.444328,-20.273842,-41.287201,-105.663164,-0.810686,-36.79164,2
02:34.4,7.1653,-0.866847,7.413334,-0.9577,0.168431,-0.416479,7.730576,-16.600128,-42.617126,-100.861486,1.552046,-36.023894,2
02:34.5,7.087162,-1.346151,6.961873,-0.508681,-0.153389,-0.800691,8.165863,-12.542534,-43.772736,-94.80806,2.029589,-36.390506,2
02:34.6,7.964338,-1.321452,7.611821,-0.856712,-0.082015,-0.972936,7.905441,-8.557335,-44.107361,-86.70186,2.627559,-36.799802,2
02:34.7,6.301895,-1.737736,6.569239,-0.808808,-0.035957,-1.620608,8.163551,-2.284698,-44.355438,-75.903482,1.924889,-37.120025,2
02:34.8,7.772587,-1.597927,7.748936,-1.37495,-0.363304,-1.53738,6.198471,4.297409,-42.998352,-63.529861,2.512026,-38.402449,2
02:34.9,5.638624,-1.340013,6.529123,-0.964642,-0.941959,-2.575691,1.978317,10.157837,-40.779266,-48.878639,0.464102,-41.153847,2
02:35.0,6.493347,-1.681304,7.441625,-1.949826,-0.315943,-1.588337,-2.661438,15.645142,-35.676941,-35.075833,2.17103,-43.455455,2
02:35.1,6.574179,-1.193318,8.148904,-1.991896,0.236265,-1.415101,-5.392746,19.558441,-30.383545,-21.103823,4.194407,-43.827525,2
02:35.2,6.643784,-0.893043,8.841664,-1.535508,0.307635,-1.534935,-7.739792,20.679001,-26.161987,-8.323702,4.97702,-42.734931,2
02:35.3,4.827461,-1.046923,7.694749,-0.853399,0.293107,-1.518516,-9.073868,19.622925,-23.542053,1.878444,4.251899,-41.012263,2
02:35.4,4.791087,-0.613424,9.298364,-1.30314,0.57786,-0.836239,-8.520691,20.877537,-21.973022,10.296186,6.292328,-38.542909,2
02:35.5,4.987329,-0.216749,8.490494,-0.213915,0.134782,-0.625381,-8.760246,20.759975,-21.413666,14.406563,5.451549,-37.920248,2
02:35.6,5.5301,1.29346,7.741601,0.620338,-0.712446,-0.248872,-10.28714,19.052387,-22.448181,13.776906,2.388327,-41.184763,2
02:35.7,5.335505,-0.1925,8.640781,-0.322465,0.065695,-0.057145,-10.683182,19.044121,-22.178925,14.84192,3.570723,-40.877376,2
02:35.8,4.913383,-0.793051,9.252859,0.012353,0.247222,0.440613,-10.272278,19.460606,-22.181396,12.961644,4.883304,-39.621761,2
02:35.9,4.791237,-0.008981,8.098309,1.03501,-0.34936,0.763655,-9.628593,19.087284,-22.662109,6.282892,3.346778,-40.900051,2
02:36.0,6.187383,0.265099,8.113578,1.196391,-0.449842,1.164924,-9.022972,19.403069,-24.462708,-3.071563,2.965662,-42.462061,2
02:36.1,4.578828,-1.183439,9.463171,0.630206,0.529963,1.253002,-5.870865,20.77515,-27.154358,-11.355517,4.855572,-39.34506,2
02:36.2,3.873196,-3.009941,9.581575,0.88077,0.726341,1.879445,0.854355,21.433064,-30.61972,-22.728309,7.032918,-34.152679,2
02:36.3,5.095853,-3.581003,6.672524,2.228852,-0.208356,2.330081,6.571808,16.262131,-37.41745,-40.041702,4.572801,-32.754692,2
02:36.4,6.11209,-1.652863,7.06426,1.508418,-0.125837,2.419693,9.485863,8.667259,-41.535919,-56.78106,3.51391,-33.470044,2
02:36.5,5.977071,-1.854344,7.624994,1.017915,0.147019,1.958233,11.986824,2.418167,-43.26889,-69.774937,4.425315,-32.538883,2
02:36.6,6.710396,-2.680177,8.959469,0.870667,0.107732,1.910924,13.093979,-3.412292,-43.828217,-81.810988,5.990476,-30.96529,2
02:36.7,4.76549,-3.497327,7.312593,1.208375,0.191473,1.34374,13.282074,-10.835922,-42.910004,-92.570657,4.600874,-29.545558,2
02:36.8,8.168064,-0.37033,7.324568,1.898596,-0.764886,1.79829,8.095062,-20.607475,-40.753113,-106.17768,0.743001,-33.288849,2
02:36.9,7.552395,-0.073797,5.791008,1.508339,-0.315662,0.622854,4.746033,-27.457573,-37.589417,-114.77404,-3.3648,-35.485978,2
02:37.0,6.58795,0.695753,6.432424,0.149719,-0.045975,0.110587,4.011948,-29.125412,-36.505371,-116.04681,-4.513452,-36.444469,2
02:37.1,7.51138,-0.311652,6.658304,-0.430406,-0.042779,-0.184281,4.095459,-27.755447,-37.397614,-113.824989,-3.103446,-36.57036,2
02:37.2,6.844517,-0.435894,7.027436,-0.851056,0.166159,-0.571382,5.50135,-23.966347,-39.980927,-108.645018,-1.37539,-35.79443,2
02:37.3,6.969507,-1.172362,7.319479,-0.979637,0.037405,-0.861959,7.14357,-18.857231,-42.150665,-101.358768,0.077241,-35.593903,2
02:37.4,7.249874,-1.218017,7.175329,-0.86096,-0.155119,-1.187615,8.196304,-13.563713,-43.286896,-92.4658,0.602715,-36.207781,2
02:37.5,8.539891,-1.802851,7.725884,-1.247028,-0.048758,-1.48075,8.620773,-6.601768,-44.017151,-80.977953,1.438408,-36.385939,2
02:37.6,5.274881,-2.355951,5.820796,-0.980601,-0.286548,-2.274434,7.331093,-0.095955,-43.122467,-66.688145,-0.508587,-37.281975,2
02:37.7,4.160448,-2.653981,8.073012,-2.906765,0.597805,-2.158439,4.929916,10.695892,-40.037231,-47.726669,2.229694,-37.460088,2
02:37.8,5.51094,-0.809217,8.023615,-1.492182,-1.03358,-1.96626,-2.848534,15.195282,-35.01123,-32.299794,1.33638,-43.569347,2
02:37.9,7.020251,-1.260828,8.669222,-2.135416,-0.178194,-1.707436,-7.242882,19.060951,-29.010071,-17.214554,3.442726,-45.253773,2
02:38.0,4.785249,-2.08217,8.630752,-2.00586,1.647015,-1.381319,-6.976883,20.587395,-24.745392,-3.781986,5.340913,-39.944348,2
02:38.1,3.416196,-0.658481,8.656499,-1.201599,1.191241,-1.109673,-6.444283,20.830936,-23.058624,5.914247,5.660773,-35.380524,2
02:38.2,4.78495,0.242047,8.764125,-0.243136,-0.211367,-0.975078,-6.807678,20.417732,-21.512451,11.478201,4.793028,-35.655185,2
02:38.3,4.622388,-0.168699,8.81951,-0.375456,0.189003,-0.575682,-7.42662,20.547386,-21.367706,14.99725,4.215598,-35.504429,2
02:38.4,4.753814,1.140628,8.445288,0.288952,-0.176284,-0.108768,-7.35994,19.965187,-21.748108,15.012997,2.693077,-36.599832,2
02:38.5,4.33768,1.009501,8.616232,0.355871,-0.186391,0.192479,-7.58577,19.536449,-21.92984,12.939553,1.96355,-37.614882,2
02:38.6,4.041146,-0.5772,9.623338,-0.080711,0.390161,0.672228,-6.256737,19.669956,-22.160736,9.995734,4.332672,-35.693112,2
02:38.7,3.282823,-1.619931,10.503957,0.052371,0.375815,1.322691,-3.379211,21.916946,-22.99939,3.595949,7.803337,-32.511817,2
02:38.8,3.680247,-2.2359,8.8722,1.631097,-0.55715,1.864206,-0.428581,21.711769,-27.454376,-9.786738,6.041379,-33.173028,2
02:38.9,4.804409,-0.65414,7.61242,2.371796,-0.304474,2.47372,3.388618,16.648705,-33.814819,-28.63509,2.699532,-34.717296,2
02:39.0,5.644462,-0.780327,7.11246,1.736939,-0.357369,2.163972,5.387138,10.896561,-38.660461,-45.113506,1.771582,-36.394784,2
02:39.1,5.664371,-1.328637,8.034841,1.373547,-0.290444,1.850821,6.749275,5.948006,-41.113708,-58.411541,2.475411,-36.736572,2
02:39.2,4.994664,-3.251987,10.104737,0.227253,0.873285,1.736515,12.8535,4.534004,-41.510162,-67.846117,7.84849,-30.611567,2
02:39.3,6.855444,-4.421954,8.668923,1.624992,-0.865446,1.945592,12.806053,-3.256393,-43.049347,-81.705391,7.215662,-30.668359,2
02:39.4,6.261329,-1.986669,6.725963,2.057169,-0.593295,1.536926,9.728081,-15.255875,-42.396698,-95.974389,1.722892,-33.038687,2
02:39.5,7.231911,-0.878822,6.362818,1.573021,-0.127158,1.580669,6.343567,-24.015884,-39.599243,-108.27384,-1.358558,-34.695443,2
02:39.6,7.469168,0.642165,6.327642,1.198202,-0.485577,0.705591,2.228394,-29.689537,-36.442352,-115.939331,-4.483021,-37.798239,2
02:39.7,6.91023,-0.121847,6.350544,0.114736,-0.042561,0.174161,1.315674,-30.514748,-35.585785,-117.748801,-4.736812,-38.33375,2
02:39.8,7.583081,0.150437,6.98238,-0.25697,-0.047011,0.083253,0.845695,-30.084679,-35.873474,-117.325434,-3.367862,-38.741888,2
02:39.9,7.092701,-0.296683,6.345904,-0.334241,-0.029029,-0.362854,2.000275,-28.13546,-36.985046,-114.747126,-2.665998,-39.281356,2
02:40.0,8.109836,-0.669857,7.162605,-0.910266,0.084792,-0.512212,3.284958,-24.478348,-39.223755,-109.253807,-0.641434,-38.663671,2
02:40.1,6.906488,-1.730701,6.729107,-0.871161,0.028555,-1.167557,5.429848,-19.865654,-41.721985,-101.052992,-0.083789,-38.148527,2
02:40.2,7.56886,-1.347049,6.997499,-1.122967,-0.101412,-1.20007,6.222458,-14.638123,-43.142853,-91.390628,0.216738,-38.908563,2
02:40.3,7.632478,-1.688339,7.017856,-1.381018,-0.207258,-1.540037,6.714127,-7.71431,-43.91803,-79.314514,0.550911,-39.193379,2
02:40.4,5.700296,-0.908611,6.401139,-1.182969,-1.03315,-2.512971,4.359787,-0.283432,-43.301666,-63.810966,-1.25545,-41.591657,2
02:40.5,6.25609,-1.545237,7.827822,-2.2654,-0.214378,-1.771765,1.186653,9.522964,-39.952515,-48.011068,2.212662,-42.958974,2
02:40.6,6.673872,-1.799258,8.061935,-2.000492,-0.072725,-1.425333,-2.240189,15.927109,-35.381134,-34.013895,4.27078,-44.176894,2
02:40.7,5.587581,-2.051035,8.396938,-1.85086,1.009141,-1.368309,-3.273476,19.83213,-30.573914,-21.330012,5.885895,-41.720268,2
02:40.8,7.444918,-0.032333,6.771169,-0.135256,-1.039191,-1.210878,-8.036621,18.297215,-28.50354,-14.454326,2.516841,-46.246425,2
02:40.9,5.346432,-0.815804,8.390652,-1.633294,0.528459,-1.396173,-9.045273,19.273106,-24.958679,-3.522002,3.928471,-44.561907,2
02:41.0,5.288952,-0.1681,8.583301,-0.630068,0.075853,-0.804972,-9.655899,19.008564,-23.062988,3.178759,3.549345,-44.281457,2
02:41.1,6.359226,0.782722,7.404502,0.159422,-0.21944,-0.434272,-10.578262,18.009266,-23.471802,4.596693,1.555345,-45.564241,2
02:41.2,6.056106,1.093027,7.395371,-0.13777,0.13591,-0.154124,-10.305344,18.151474,-23.138947,5.626826,1.119775,-45.162264,2
02:41.3,5.917644,0.656235,7.895481,-0.090587,0.227984,0.06403,-10.027115,18.400566,-23.312714,5.817025,1.140806,-43.559429,2
02:41.4,5.382657,-0.00015,8.656349,-0.003154,0.389571,0.398023,-8.59317,19.140392,-24.095276,4.095971,2.476922,-41.464144,2
02:41.5,5.556894,0.05763,7.980804,0.958214,-0.403131,0.699335,-8.909752,18.726009,-25.125793,-2.137834,1.359923,-43.211389,2
02:41.6,5.475464,-0.00958,8.489745,0.909833,0.060548,1.093119,-7.270241,18.445084,-27.406097,-10.413246,1.329018,-43.575535,2
02:41.7,5.487289,-1.220262,8.460856,1.110576,0.414469,1.411956,-3.700562,18.207031,-31.301422,-20.530686,1.950541,-41.357342,2
02:41.8,6.090235,-1.391057,8.418643,1.702155,-0.0007,1.693278,0.174759,15.056023,-36.340698,-33.946932,1.322033,-40.280709,2
02:41.9,6.254444,-0.892893,6.504723,2.259529,-0.373248,1.704699,2.195305,7.993629,-40.458557,-49.522725,-1.123021,-41.486849,2
02:42.0,6.72746,-0.527503,7.020102,1.269289,0.326768,1.828751,4.856895,1.679123,-43.00119,-62.847636,-0.426394,-40.62698,2
02:42.1,6.441106,-1.118624,7.267387,1.062554,0.349024,1.573564,6.975166,-3.058899,-43.787903,-73.657051,0.529273,-38.838935,2
02:42.2,6.799011,-2.123185,8.275092,0.610616,0.615166,1.601262,9.248268,-8.096222,-43.99115,-83.515822,2.43847,-36.202988,2
02:42.3,5.28491,-2.462529,7.49192,0.896262,0.398297,1.163009,9.671532,-13.525513,-43.196716,-92.532952,2.348451,-34.567842,2
02:42.4,7.808662,-0.772843,7.328311,1.560319,-0.725013,1.404592,5.183792,-21.420837,-41.100067,-103.36477,-0.114221,-38.163526,2
02:42.5,7.087761,0.014969,5.743706,1.195505,-0.306055,0.517314,2.769402,-26.713509,-38.60495,-110.573294,-3.189258,-40.104268,2
02:42.6,7.592511,0.391885,6.471193,0.223082,-0.002612,0.428967,1.153244,-28.353424,-37.068024,-113.767837,-3.17504,-40.832318,2
02:42.7,7.055278,-0.102237,6.666687,-0.107796,0.150751,-0.015481,1.406296,-27.798744,-37.974091,-113.332301,-2.46808,-39.995632,2
02:42.8,7.223379,-0.313448,6.935078,-0.349484,0.074861,-0.129303,2.256165,-26.621391,-38.461395,-111.685597,-1.427431,-39.807335,2
02:42.9,7.175029,-0.425266,6.759494,-0.342118,0.040072,-0.295727,3.123154,-25.084396,-39.081787,-109.251545,-0.958917,-39.590385,2
02:43.0,7.236851,-0.67824,6.710396,-0.501851,-0.064551,-0.517668,3.948097,-22.818428,-40.682892,-105.231612,-0.491763,-39.879632,2
02:43.1,7.290439,-1.001867,6.823411,-0.755516,-0.139437,-0.679424,4.528427,-19.064758,-42.049683,-99.179552,0.43788,-40.401995,2
02:43.2,7.862849,-1.536405,6.68405,-0.936286,0.059624,-0.903202,5.497253,-14.226181,-43.432892,-91.46246,1.360433,-40.362636,2
02:43.3,7.177724,-2.046544,6.781797,-1.32592,0.003711,-1.549903,5.909126,-7.59446,-44.548309,-79.827484,1.100758,-40.878806,2
02:43.4,9.059311,-2.127825,9.345366,-1.658268,-0.515675,-1.725597,3.509529,1.38961,-43.423462,-65.187319,2.68707,-43.142873,2
02:43.5,4.475094,-1.132545,7.205416,-0.636641,-0.249494,-2.512061,1.880997,8.221054,-40.831024,-51.091905,1.618266,-44.555458,2
02:43.6,5.451364,-0.319585,6.711593,-1.385676,-0.628515,-1.335409,-4.412987,11.472626,-37.834778,-40.187799,0.285158,-50.482002,2
02:43.7,9.760603,-0.390089,7.036268,-1.383416,-0.782675,-1.300369,-9.660698,14.097916,-33.424194,-28.859721,-0.467465,-53.807387,2
02:43.8,6.074069,-0.763412,8.200697,-1.833887,1.477276,-1.505849,-7.151688,17.289608,-29.908356,-15.85592,0.282392,-46.364333,2
02:43.9,5.919141,1.169817,6.735693,-0.059323,-1.051378,-1.294707,-10.75016,15.442535,-27.847565,-9.246471,-3.55556,-49.31455,2
02:44.0,7.349716,1.476679,8.204139,-1.022367,-0.066773,-0.419751,-11.118408,16.947792,-25.874542,-3.545909,-1.614206,-49.258205,2
02:44.1,5.099595,1.100661,7.615114,-0.11532,0.153319,-0.492474,-11.36306,15.96875,-25.744568,-0.8749,-2.957351,-48.262009,2
02:44.2,7.310198,1.438808,6.827602,0.683973,-0.315942,0.378999,-11.674065,15.674232,-26.449585,-4.620724,-3.932298,-50.290416,2
02:44.3,7.27098,2.400708,5.697452,1.159337,-0.791654,0.449533,-12.895103,13.839645,-27.448669,-11.305655,-5.615613,-54.625984,2
02:44.4,6.994954,2.034569,7.388036,0.31621,0.367443,0.779843,-11.601196,14.32119,-28.286499,-15.73524,-3.175262,-53.229528,2
02:44.5,5.315596,0.005239,9.243279,0.1163,1.358063,0.87357,-6.553848,16.526802,-30.76828,-19.545536,0.622384,-45.503953,2
02:44.6,6.072123,-1.325194,10.731783,0.947739,0.943451,1.193846,-0.627998,16.913498,-34.207794,-27.926119,1.989272,-38.940434,2
02:44.7,4.914879,-2.626738,5.499264,2.42368,0.068038,1.186389,3.828285,10.615952,-39.001038,-41.424677,-2.734176,-37.399855,2
02:44.8,6.373596,-1.099015,7.883057,0.635304,0.467254,2.426023,7.163521,5.480835,-41.837799,-55.292973,-0.617681,-37.034745,2
02:44.9,6.259084,-0.659379,7.281009,1.304494,0.153195,1.544321,8.212166,-0.994972,-43.98468,-66.780197,-1.705654,-37.252425,2
02:45.0,6.968459,-0.354014,7.59805,1.106153,0.020687,1.156974,9.077477,-6.506828,-44.434509,-76.031075,-2.232977,-37.173525,2
02:45.1,6.603219,-0.729134,8.670719,0.669299,0.359424,1.177936,10.46122,-10.869301,-44.063232,-84.014417,-1.085231,-35.296237,2
02:45.2,5.101691,-2.062561,7.815398,0.697638,0.49466,1.128483,11.524879,-15.224266,-42.232056,-92.014893,-0.706099,-33.080081,2
02:45.3,7.567663,-0.132924,7.204219,1.55389,-0.417696,1.432844,7.260124,-24.384605,-39.51651,-103.262063,-3.741239,-35.910525,2
02:45.4,6.875502,1.001717,5.974526,1.38881,-0.303219,0.672394,4.198135,-30.458801,-35.87912,-111.636562,-7.371483,-38.663527,2
02:45.5,7.412436,1.272055,6.387667,0.380127,-0.205189,0.39248,2.288101,-31.897568,-34.420532,-114.876956,-7.960736,-40.338197,2
02:45.6,6.967561,0.503104,6.8044,-0.307462,0.183167,-0.054111,2.877739,-31.049911,-35.172699,-113.970583,-6.726535,-39.581302,2
02:45.7,6.960675,0.273182,6.645281,-0.336277,0.050035,-0.175041,3.494942,-29.845482,-35.748413,-111.979197,-5.862948,-39.302426,2
02:45.8,7.604786,-0.00479,7.484586,-0.795759,0.116373,-0.37963,4.372261,-27.002731,-38.133881,-107.603989,-3.938194,-38.361069,2
02:45.9,7.550149,-0.683628,7.217541,-0.558956,-0.190042,-0.864378,5.968948,-23.333565,-39.541473,-101.498979,-3.301259,-38.072936,2
02:46.0,7.522756,-1.298699,6.581065,-0.724868,0.127247,-1.060768,7.630714,-19.347954,-41.601715,-94.125826,-3.03383,-37.338043,2
02:46.1,7.333999,-0.840951,6.133196,-1.030527,-0.335497,-1.592255,7.545227,-13.994667,-42.853668,-83.431633,-4.437811,-38.985717,2
02:46.2,7.91509,-2.039209,8.38182,-2.481975,-0.200528,-1.964165,7.869133,-2.592148,-43.607819,-65.867689,-1.418947,-37.480641,2
02:46.3,3.994593,-1.092728,7.210506,-1.156124,-1.498416,-3.165444,3.871658,5.299683,-41.411041,-47.850805,-4.590769,-39.852451,2
02:46.4,4.830156,-0.92313,8.560399,-1.737285,-0.627225,-1.377911,-1.411255,11.279556,-37.800995,-35.717615,-2.4315,-44.198763,2
02:46.5,8.33347,0.371078,7.05438,-0.592009,-1.216303,-0.73597,-8.848572,11.982391,-34.376404,-29.291064,-3.846879,-52.150383,2
02:46.6,6.636,0.25028,7.668703,-2.131787,0.937018,-1.226371,-8.671677,14.943222,-30.206146,-17.506744,-2.755661,-48.166899,2
02:46.7,5.461543,0.946781,6.41521,-0.804388,-0.204441,-1.158617,-10.095001,14.816963,-28.26535,-8.743735,-4.495314,-47.825461,2
02:46.8,6.853498,1.008453,8.802146,-1.532124,0.697169,-0.531353,-9.383133,16.833382,-25.630707,-0.811809,-1.555471,-44.502363,2
02:46.9,4.6887,0.429756,7.476053,-0.387183,0.13802,-0.871281,-9.249863,16.685013,-24.917297,4.851792,-2.688861,-42.581121,2
02:47.0,6.268065,1.809886,7.758217,0.096993,-0.396978,0.16096,-9.932266,16.41922,-25.021729,4.047663,-2.925752,-45.194326,2
02:47.1,6.639743,1.864523,6.526578,0.566048,-0.25996,0.165306,-10.891563,15.079468,-25.138153,1.16626,-4.428373,-47.525752,2
02:47.2,6.293363,1.238225,7.386689,-0.127523,0.209544,0.367604,-10.344788,15.905785,-25.548157,0.042113,-2.57755,-46.735373,2
02:47.3,5.84774,0.155676,8.504265,-0.072744,0.317046,0.671107,-9.122658,17.088154,-25.767975,-2.493922,0.125143,-45.022666,2
02:47.4,6.212232,0.008532,7.939939,0.968705,-0.153519,0.926685,-8.348183,17.180698,-27.844299,-9.840083,0.027935,-45.734699,2
02:47.5,6.292165,0.12499,7.235953,1.256336,0.046873,1.080232,-6.381393,16.233856,-31.012146,-19.286676,-0.418229,-45.667291,2
02:47.6,6.382128,-0.105531,8.432864,0.815946,0.678991,1.322696,-1.878708,15.60157,-34.02533,-28.245504,1.066502,-42.07602,2
02:47.7,5.344037,-2.008074,8.238717,0.789382,1.044018,1.330696,4.647125,14.602959,-37.121399,-37.228243,2.541765,-35.794032,2
02:47.8,5.48669,-0.814606,8.37703,1.50866,-0.166942,1.772544,8.029854,8.473846,-39.997711,-49.939214,1.45199,-34.846783,2
